qseqid	sseqid	qstart	qend	sstart	send	evalue	score
gi|290752787|emb|CBH40762.1|	gi|290752526|emb|CBH40498.1|	45	136	4	94	1.33e-04	90
gi|290752787|emb|CBH40762.1|	gi|290752801|emb|CBH40776.1|	468	557	159	247	4.81e-10	134
gi|290752787|emb|CBH40762.1|	gi|290752801|emb|CBH40776.1|	60	102	22	64	7.98e-05	92
gi|290752787|emb|CBH40762.1|	gi|290752280|emb|CBH40251.1|	45	138	6	102	6.42e-10	136
gi|290752787|emb|CBH40762.1|	gi|290752280|emb|CBH40251.1|	468	553	139	223	0.001	84
gi|290752787|emb|CBH40762.1|	gi|290752280|emb|CBH40251.1|	475	565	424	512	0.002	82
gi|290752787|emb|CBH40762.1|	gi|290752280|emb|CBH40251.1|	57	115	276	334	0.014	74
gi|290752787|emb|CBH40762.1|	gi|290752294|emb|CBH40265.1|	465	558	103	195	8.77e-10	131
gi|290752787|emb|CBH40762.1|	gi|290752294|emb|CBH40265.1|	64	135	1	64	1.00e-05	99
gi|290752787|emb|CBH40762.1|	gi|290752743|emb|CBH40718.1|	471	537	131	197	4.01e-08	117
gi|290752787|emb|CBH40762.1|	gi|290752743|emb|CBH40718.1|	60	135	20	94	7.99e-05	91
gi|290752787|emb|CBH40762.1|	gi|290752592|emb|CBH40564.1|	475	564	494	579	9.41e-08	118
gi|290752787|emb|CBH40762.1|	gi|290752592|emb|CBH40564.1|	12	124	321	439	0.001	84
gi|290752787|emb|CBH40762.1|	gi|290752424|emb|CBH40395.1|	442	546	89	199	1.70e-07	112
gi|290752787|emb|CBH40762.1|	gi|290752424|emb|CBH40395.1|	46	104	4	62	0.002	79
gi|290752787|emb|CBH40762.1|	gi|290752894|emb|CBH40869.1|	475	550	493	564	3.18e-07	113
gi|290752787|emb|CBH40762.1|	gi|290752894|emb|CBH40869.1|	46	129	354	442	7.38e-04	85
gi|290752787|emb|CBH40762.1|	gi|290752891|emb|CBH40866.1|	473	536	154	213	2.32e-05	98
gi|290752787|emb|CBH40762.1|	gi|290752891|emb|CBH40866.1|	46	136	2	83	5.83e-05	94
gi|290752787|emb|CBH40762.1|	gi|290752891|emb|CBH40866.1|	470	552	442	520	6.08e-04	86
gi|290752787|emb|CBH40762.1|	gi|290752891|emb|CBH40866.1|	56	102	332	377	0.42	62
gi|290752787|emb|CBH40762.1|	gi|290752591|emb|CBH40563.1|	34	109	346	431	2.82e-04	89
gi|290752787|emb|CBH40762.1|	gi|290752591|emb|CBH40563.1|	420	565	433	591	4.29e-04	87
gi|290752787|emb|CBH40762.1|	gi|290752893|emb|CBH40868.1|	63	109	390	436	0.001	84
gi|290752787|emb|CBH40762.1|	gi|290752893|emb|CBH40868.1|	467	570	501	609	0.002	82
gi|290752787|emb|CBH40762.1|	gi|290752668|emb|CBH40641.1|	468	534	824	892	0.010	76
gi|290752787|emb|CBH40762.1|	gi|290752668|emb|CBH40641.1|	468	545	482	560	0.019	73
gi|290752787|emb|CBH40762.1|	gi|290752668|emb|CBH40641.1|	63	91	626	654	0.071	69
gi|290752787|emb|CBH40762.1|	gi|290752668|emb|CBH40641.1|	63	86	19	42	0.93	59
gi|290752787|emb|CBH40762.1|	gi|290752400|emb|CBH40371.1|	451	571	568	690	0.023	73
gi|290752787|emb|CBH40762.1|	gi|290752845|emb|CBH40820.1|	69	92	63	87	0.27	63
gi|290752787|emb|CBH40762.1|	gi|290752470|emb|CBH40442.1|	67	93	144	170	0.43	61
gi|290752787|emb|CBH40762.1|	gi|290752649|emb|CBH40622.1|	70	95	552	577	0.60	61
gi|290752787|emb|CBH40762.1|	gi|290753062|emb|CBH41038.1|	74	103	7	39	0.75	59
gi|290752787|emb|CBH40762.1|	gi|290752753|emb|CBH40728.1|	278	316	304	342	1.2	58
gi|290752787|emb|CBH40762.1|	gi|290752698|emb|CBH40672.1|	70	95	23	48	1.2	58
gi|290752787|emb|CBH40762.1|	gi|290752379|emb|CBH40350.1|	472	523	606	657	1.2	58
gi|290752787|emb|CBH40762.1|	gi|290752379|emb|CBH40350.1|	33	155	462	584	2.8	55
gi|290752787|emb|CBH40762.1|	gi|290752997|emb|CBH40973.1|	199	332	175	305	1.6	56
gi|290752787|emb|CBH40762.1|	gi|290752539|emb|CBH40511.1|	7	56	670	723	2.0	56
gi|290752787|emb|CBH40762.1|	gi|290753083|emb|CBH41059.1|	67	93	230	254	3.3	54
gi|290752787|emb|CBH40762.1|	gi|290753010|emb|CBH40986.1|	76	113	43	75	6.2	52
gi|290752787|emb|CBH40762.1|	gi|290752349|emb|CBH40320.1|	38	60	262	284	6.5	52
gi|290752787|emb|CBH40762.1|	gi|290752640|emb|CBH40613.1|	294	312	211	229	6.9	51
gi|290752787|emb|CBH40762.1|	gi|290752602|emb|CBH40574.1|	72	97	30	55	7.0	50
gi|290752787|emb|CBH40762.1|	gi|290752416|emb|CBH40387.1|	72	96	24	49	7.8	51
gi|290752787|emb|CBH40762.1|	gi|290752655|emb|CBH40628.1|	246	316	13	82	8.0	50
gi|290752787|emb|CBH40762.1|	gi|290752477|emb|CBH40449.1|	78	95	109	126	9.0	50
gi|290752787|emb|CBH40762.1|	gi|290752798|emb|CBH40773.1|	226	280	27	80	9.0	50
gi|290752787|emb|CBH40762.1|	gi|290753061|emb|CBH41037.1|	62	92	166	192	9.0	51
gi|290752787|emb|CBH40762.1|	gi|290752330|emb|CBH40301.1|	560	604	1128	1174	9.3	51
gi|290752788|emb|CBH40763.1|	gi|290752788|emb|CBH40763.1|	1	355	1	355	0.0	1844
gi|290752788|emb|CBH40763.1|	gi|290752492|emb|CBH40464.1|	90	236	61	206	1.22e-05	95
gi|290752788|emb|CBH40763.1|	gi|290752978|emb|CBH40954.1|	93	287	72	265	2.72e-05	93
gi|290752788|emb|CBH40763.1|	gi|290752789|emb|CBH40764.1|	206	320	196	312	0.050	66
gi|290752788|emb|CBH40763.1|	gi|290752999|emb|CBH40975.1|	282	323	130	171	2.4	52
gi|290752788|emb|CBH40763.1|	gi|290752344|emb|CBH40315.1|	174	225	78	123	2.6	52
gi|290752788|emb|CBH40763.1|	gi|290752539|emb|CBH40511.1|	164	203	315	354	2.9	52
gi|290752788|emb|CBH40763.1|	gi|290752592|emb|CBH40564.1|	172	277	135	212	4.5	50
gi|290752788|emb|CBH40763.1|	gi|290752527|emb|CBH40499.1|	211	247	190	226	8.9	48
gi|290752789|emb|CBH40764.1|	gi|290752789|emb|CBH40764.1|	1	327	1	327	0.0	1704
gi|290752789|emb|CBH40764.1|	gi|290752977|emb|CBH40953.1|	51	314	23	266	1.74e-12	148
gi|290752789|emb|CBH40764.1|	gi|290752493|emb|CBH40465.1|	84	314	52	270	3.02e-10	131
gi|290752789|emb|CBH40764.1|	gi|290752788|emb|CBH40763.1|	196	312	206	320	1.66e-04	86
gi|290752789|emb|CBH40764.1|	gi|290753014|emb|CBH40990.1|	39	71	106	137	0.41	58
gi|290752789|emb|CBH40764.1|	gi|290753008|emb|CBH40984.1|	61	105	13	56	1.5	53
gi|290752789|emb|CBH40764.1|	gi|290753064|emb|CBH41040.1|	142	212	85	159	4.2	50
gi|290752789|emb|CBH40764.1|	gi|290752471|emb|CBH40443.1|	32	77	85	130	5.1	49
gi|290752790|emb|CBH40765.1|	gi|290752790|emb|CBH40765.1|	1	92	1	92	9.02e-60	437
gi|290752790|emb|CBH40765.1|	gi|290752470|emb|CBH40442.1|	37	61	203	224	8.4	41
gi|290752791|emb|CBH40766.1|	gi|290752791|emb|CBH40766.1|	1	510	1	510	0.0	2640
gi|290752791|emb|CBH40766.1|	gi|290752332|emb|CBH40303.1|	421	490	6	78	0.15	64
gi|290752791|emb|CBH40766.1|	gi|290753010|emb|CBH40986.1|	141	248	199	319	0.52	60
gi|290752791|emb|CBH40766.1|	gi|290752655|emb|CBH40628.1|	340	408	102	171	1.9	54
gi|290752791|emb|CBH40766.1|	gi|290752441|emb|CBH40412.1|	254	296	570	610	2.7	54
gi|290752791|emb|CBH40766.1|	gi|290752430|emb|CBH40401.1|	99	170	124	189	2.9	53
gi|290752791|emb|CBH40766.1|	gi|290752311|emb|CBH40282.1|	145	198	75	128	5.6	50
gi|290752791|emb|CBH40766.1|	gi|290752907|emb|CBH40882.1|	76	100	813	837	6.1	51
gi|290752791|emb|CBH40766.1|	gi|290752963|emb|CBH40938.1|	419	452	319	350	8.9	49
gi|290752791|emb|CBH40766.1|	gi|290752303|emb|CBH40274.1|	397	485	449	533	9.5	50
gi|290752792|emb|CBH40767.1|	gi|290752792|emb|CBH40767.1|	1	422	1	422	0.0	2181
gi|290752792|emb|CBH40767.1|	gi|290752671|emb|CBH40644.1|	161	262	6	132	2.82e-15	174
gi|290752792|emb|CBH40767.1|	gi|290752318|emb|CBH40289.1|	160	294	221	368	0.001	81
gi|290752792|emb|CBH40767.1|	gi|290753061|emb|CBH41037.1|	160	299	174	311	0.011	72
gi|290752792|emb|CBH40767.1|	gi|290753061|emb|CBH41037.1|	160	185	6	31	0.42	59
gi|290752792|emb|CBH40767.1|	gi|290752383|emb|CBH40354.1|	160	216	6	63	0.034	68
gi|290752792|emb|CBH40767.1|	gi|290752354|emb|CBH40325.1|	162	215	131	181	0.060	66
gi|290752792|emb|CBH40767.1|	gi|290753064|emb|CBH41040.1|	253	306	4	59	0.62	58
gi|290752792|emb|CBH40767.1|	gi|290752424|emb|CBH40395.1|	158	183	30	55	1.4	54
gi|290752792|emb|CBH40767.1|	gi|290752986|emb|CBH40962.1|	96	143	235	277	2.0	54
gi|290752792|emb|CBH40767.1|	gi|290752484|emb|CBH40456.1|	139	305	10	175	2.2	53
gi|290752792|emb|CBH40767.1|	gi|290752592|emb|CBH40564.1|	160	178	385	403	2.6	53
gi|290752792|emb|CBH40767.1|	gi|290752610|emb|CBH40582.1|	318	360	9	48	2.9	52
gi|290752792|emb|CBH40767.1|	gi|290752668|emb|CBH40641.1|	154	247	811	908	3.7	52
gi|290752792|emb|CBH40767.1|	gi|290752303|emb|CBH40274.1|	291	381	1590	1668	4.1	52
gi|290752792|emb|CBH40767.1|	gi|290752526|emb|CBH40498.1|	160	180	35	55	4.6	51
gi|290752792|emb|CBH40767.1|	gi|290752763|emb|CBH40738.1|	157	233	6	106	4.7	51
gi|290752792|emb|CBH40767.1|	gi|290752650|emb|CBH40623.1|	239	292	323	368	4.8	51
gi|290752792|emb|CBH40767.1|	gi|290752891|emb|CBH40866.1|	158	178	28	48	6.4	50
gi|290752792|emb|CBH40767.1|	gi|290752284|emb|CBH40255.1|	160	179	3	22	7.9	48
gi|290752792|emb|CBH40767.1|	gi|290752374|emb|CBH40345.1|	93	119	148	174	8.2	49
gi|290752792|emb|CBH40767.1|	gi|290752283|emb|CBH40254.1|	160	196	3	47	8.4	48
gi|290752793|emb|CBH40768.1|	gi|290752793|emb|CBH40768.1|	1	274	1	274	0.0	1431
gi|290752793|emb|CBH40768.1|	gi|290753013|emb|CBH40989.1|	4	262	4	263	8.02e-35	307
gi|290752793|emb|CBH40768.1|	gi|290752964|emb|CBH40939.1|	7	264	12	282	7.19e-11	134
gi|290752793|emb|CBH40768.1|	gi|290752487|emb|CBH40459.1|	10	254	16	269	8.19e-11	134
gi|290752793|emb|CBH40768.1|	gi|290752696|emb|CBH40670.1|	2	255	1	268	8.51e-09	118
gi|290752793|emb|CBH40768.1|	gi|290752292|emb|CBH40263.1|	1	258	4	268	9.17e-06	94
gi|290752793|emb|CBH40768.1|	gi|290752442|emb|CBH40413.1|	203	272	223	289	2.02e-05	92
gi|290752793|emb|CBH40768.1|	gi|290752822|emb|CBH40797.1|	142	246	227	332	0.002	77
gi|290752793|emb|CBH40768.1|	gi|290752779|emb|CBH40754.1|	8	254	10	264	0.002	75
gi|290752793|emb|CBH40768.1|	gi|290752519|emb|CBH40491.1|	151	211	359	424	0.022	68
gi|290752793|emb|CBH40768.1|	gi|290752901|emb|CBH40876.1|	149	180	371	402	1.2	54
gi|290752793|emb|CBH40768.1|	gi|290752754|emb|CBH40729.1|	119	159	672	715	1.5	53
gi|290752793|emb|CBH40768.1|	gi|290752640|emb|CBH40613.1|	125	154	84	112	2.9	51
gi|290752793|emb|CBH40768.1|	gi|290752273|emb|CBH40244.1|	139	163	218	242	2.9	50
gi|290752793|emb|CBH40768.1|	gi|290752794|emb|CBH40769.1|	38	91	59	120	4.6	48
gi|290752793|emb|CBH40768.1|	gi|290752299|emb|CBH40270.1|	2	40	264	300	5.5	48
gi|290752793|emb|CBH40768.1|	gi|290753023|emb|CBH40999.1|	176	274	374	467	6.5	48
gi|290752793|emb|CBH40768.1|	gi|290753074|emb|CBH41050.1|	217	251	197	231	7.6	47
gi|290752794|emb|CBH40769.1|	gi|290752794|emb|CBH40769.1|	1	233	1	233	1.88e-177	1239
gi|290752794|emb|CBH40769.1|	gi|290752681|emb|CBH40654.1|	2	230	3	230	3.31e-70	535
gi|290752794|emb|CBH40769.1|	gi|290752445|emb|CBH40416.1|	49	70	63	84	2.9	49
gi|290752794|emb|CBH40769.1|	gi|290752955|emb|CBH40930.1|	38	81	125	169	3.0	49
gi|290752794|emb|CBH40769.1|	gi|290752793|emb|CBH40768.1|	59	120	38	91	3.9	48
gi|290752794|emb|CBH40769.1|	gi|290752907|emb|CBH40882.1|	32	137	176	267	5.4	48
gi|290752794|emb|CBH40769.1|	gi|290752785|emb|CBH40760.1|	37	65	294	321	5.7	48
gi|290752794|emb|CBH40769.1|	gi|290752519|emb|CBH40491.1|	110	176	280	352	5.8	47
gi|290752794|emb|CBH40769.1|	gi|290752958|emb|CBH40933.1|	117	164	76	130	9.0	46
gi|290752794|emb|CBH40769.1|	gi|290752408|emb|CBH40379.1|	122	157	123	157	9.9	45
gi|290752795|emb|CBH40770.1|	gi|290752795|emb|CBH40770.1|	1	431	1	431	0.0	2253
gi|290752795|emb|CBH40770.1|	gi|290752303|emb|CBH40274.1|	48	98	2367	2428	0.21	63
gi|290752795|emb|CBH40770.1|	gi|290752330|emb|CBH40301.1|	6	82	1245	1338	0.90	57
gi|290752795|emb|CBH40770.1|	gi|290752619|emb|CBH40592.1|	230	303	250	309	2.7	53
gi|290752795|emb|CBH40770.1|	gi|290752465|emb|CBH40437.1|	185	245	639	699	5.1	51
gi|290752795|emb|CBH40770.1|	gi|290752649|emb|CBH40622.1|	263	324	681	750	5.8	50
gi|290752795|emb|CBH40770.1|	gi|290752632|emb|CBH40605.1|	220	304	70	158	6.3	50
gi|290752795|emb|CBH40770.1|	gi|290752494|emb|CBH40466.1|	5	29	500	527	7.8	49
gi|290752795|emb|CBH40770.1|	gi|290752912|emb|CBH40887.1|	162	227	1282	1342	9.5	49
gi|290752796|emb|CBH40771.1|	gi|290752796|emb|CBH40771.1|	1	222	1	222	5.20e-164	1149
gi|290752796|emb|CBH40771.1|	gi|290752598|emb|CBH40570.1|	140	195	44	100	2.4	50
gi|290752796|emb|CBH40771.1|	gi|290752772|emb|CBH40747.1|	118	178	190	249	3.3	49
gi|290752796|emb|CBH40771.1|	gi|290753068|emb|CBH41044.1|	31	154	58	171	3.5	49
gi|290752796|emb|CBH40771.1|	gi|290753082|emb|CBH41058.1|	7	191	2393	2578	4.2	49
gi|290752796|emb|CBH40771.1|	gi|290752303|emb|CBH40274.1|	14	30	1937	1953	4.4	49
gi|290752796|emb|CBH40771.1|	gi|290752344|emb|CBH40315.1|	173	200	143	170	6.5	46
gi|290752796|emb|CBH40771.1|	gi|290752431|emb|CBH40402.1|	22	98	87	155	9.7	46
gi|290752797|emb|CBH40772.1|	gi|290752797|emb|CBH40772.1|	1	258	1	258	0.0	1383
gi|290752797|emb|CBH40772.1|	gi|290752270|emb|CBH40241.1|	14	76	136	204	3.1	50
gi|290752797|emb|CBH40772.1|	gi|290752683|emb|CBH40656.1|	25	64	302	341	4.0	49
gi|290752797|emb|CBH40772.1|	gi|290752948|emb|CBH40923.1|	176	209	262	295	4.4	49
gi|290752797|emb|CBH40772.1|	gi|290752595|emb|CBH40567.1|	221	241	15	35	6.2	45
gi|290752797|emb|CBH40772.1|	gi|290752980|emb|CBH40956.1|	109	145	467	503	8.1	47
gi|290752797|emb|CBH40772.1|	gi|290752866|emb|CBH40841.1|	11	31	748	768	9.5	46
gi|290752798|emb|CBH40773.1|	gi|290752798|emb|CBH40773.1|	1	350	1	350	0.0	1798
gi|290752798|emb|CBH40773.1|	gi|290753086|emb|CBH41062.1|	148	196	548	596	0.009	73
gi|290752798|emb|CBH40773.1|	gi|290752511|emb|CBH40483.1|	5	143	7	143	0.44	59
gi|290752798|emb|CBH40773.1|	gi|290752685|emb|CBH40658.1|	2	55	3	52	0.65	57
gi|290752798|emb|CBH40773.1|	gi|290752707|emb|CBH40681.1|	195	220	315	348	2.0	53
gi|290752798|emb|CBH40773.1|	gi|290752367|emb|CBH40338.1|	182	202	185	205	2.5	52
gi|290752798|emb|CBH40773.1|	gi|290752980|emb|CBH40956.1|	18	178	452	583	3.2	52
gi|290752798|emb|CBH40773.1|	gi|290752508|emb|CBH40480.1|	34	106	150	219	3.9	51
gi|290752798|emb|CBH40773.1|	gi|290752281|emb|CBH40252.1|	34	56	633	656	5.1	50
gi|290752798|emb|CBH40773.1|	gi|290752480|emb|CBH40452.1|	288	304	377	393	6.3	49
gi|290752799|emb|CBH40774.1|	gi|290752799|emb|CBH40774.1|	1	338	1	338	0.0	1795
gi|290752799|emb|CBH40774.1|	gi|290752419|emb|CBH40390.1|	1	338	1	338	0.0	1795
gi|290752799|emb|CBH40774.1|	gi|290752970|emb|CBH40945.1|	1	338	1	338	0.0	1790
gi|290752799|emb|CBH40774.1|	gi|290753048|emb|CBH41024.1|	168	330	184	338	4.02e-20	208
gi|290752799|emb|CBH40774.1|	gi|290752820|emb|CBH40795.1|	168	330	184	338	4.02e-20	208
gi|290752799|emb|CBH40774.1|	gi|290753018|emb|CBH40994.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752811|emb|CBH40786.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752768|emb|CBH40743.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752719|emb|CBH40693.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752643|emb|CBH40616.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752636|emb|CBH40609.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752611|emb|CBH40583.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752473|emb|CBH40445.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752368|emb|CBH40339.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752288|emb|CBH40259.1|	168	330	184	338	2.94e-19	202
gi|290752799|emb|CBH40774.1|	gi|290752399|emb|CBH40370.1|	35	104	83	152	0.13	63
gi|290752799|emb|CBH40774.1|	gi|290752302|emb|CBH40273.1|	219	254	915	950	0.35	60
gi|290752799|emb|CBH40774.1|	gi|290752868|emb|CBH40843.1|	148	195	70	121	0.54	56
gi|290752799|emb|CBH40774.1|	gi|290752573|emb|CBH40545.1|	175	245	151	223	1.2	55
gi|290752799|emb|CBH40774.1|	gi|290752565|emb|CBH40537.1|	27	76	606	654	1.6	54
gi|290752799|emb|CBH40774.1|	gi|290752969|emb|CBH40944.1|	292	313	37	58	4.9	48
gi|290752799|emb|CBH40774.1|	gi|290753012|emb|CBH40988.1|	183	213	198	226	5.9	49
gi|290752799|emb|CBH40774.1|	gi|290752328|emb|CBH40299.1|	65	100	38	73	7.3	48
gi|290752800|emb|CBH40775.1|	gi|290752800|emb|CBH40775.1|	1	301	1	301	0.0	1557
gi|290752800|emb|CBH40775.1|	gi|290752876|emb|CBH40851.1|	158	195	330	370	0.41	58
gi|290752800|emb|CBH40775.1|	gi|290752711|emb|CBH40685.1|	116	198	450	530	1.8	53
gi|290752800|emb|CBH40775.1|	gi|290752771|emb|CBH40746.1|	26	89	150	205	1.9	52
gi|290752800|emb|CBH40775.1|	gi|290752600|emb|CBH40572.1|	97	214	295	399	2.1	52
gi|290752800|emb|CBH40775.1|	gi|290752883|emb|CBH40858.1|	233	280	110	151	3.7	50
gi|290752800|emb|CBH40775.1|	gi|290752315|emb|CBH40286.1|	147	229	56	144	10.0	46
gi|290752801|emb|CBH40776.1|	gi|290752801|emb|CBH40776.1|	1	311	1	311	0.0	1615
gi|290752801|emb|CBH40776.1|	gi|290752802|emb|CBH40777.1|	3	279	2	246	1.65e-41	353
gi|290752801|emb|CBH40776.1|	gi|290752526|emb|CBH40498.1|	3	252	5	290	4.45e-25	242
gi|290752801|emb|CBH40776.1|	gi|290752424|emb|CBH40395.1|	26	265	22	228	2.29e-20	205
gi|290752801|emb|CBH40776.1|	gi|290752294|emb|CBH40265.1|	26	257	1	204	8.36e-20	203
gi|290752801|emb|CBH40776.1|	gi|290752299|emb|CBH40270.1|	137	257	217	340	2.07e-18	197
gi|290752801|emb|CBH40776.1|	gi|290752372|emb|CBH40343.1|	26	253	60	279	3.97e-17	186
gi|290752801|emb|CBH40776.1|	gi|290752743|emb|CBH40718.1|	22	247	20	217	7.41e-17	179
gi|290752801|emb|CBH40776.1|	gi|290752298|emb|CBH40269.1|	149	277	265	389	7.74e-17	184
gi|290752801|emb|CBH40776.1|	gi|290752298|emb|CBH40269.1|	1	48	38	82	5.63e-04	82
gi|290752801|emb|CBH40776.1|	gi|290752373|emb|CBH40344.1|	152	254	610	713	6.65e-16	178
gi|290752801|emb|CBH40776.1|	gi|290752373|emb|CBH40344.1|	22	112	29	100	1.44e-04	87
gi|290752801|emb|CBH40776.1|	gi|290753081|emb|CBH41057.1|	25	245	142	338	7.54e-15	168
gi|290752801|emb|CBH40776.1|	gi|290752391|emb|CBH40362.1|	69	243	143	309	2.32e-13	157
gi|290752801|emb|CBH40776.1|	gi|290752391|emb|CBH40362.1|	3	65	12	69	4.65e-05	91
gi|290752801|emb|CBH40776.1|	gi|290752894|emb|CBH40869.1|	22	263	371	588	1.57e-12	151
gi|290752801|emb|CBH40776.1|	gi|290752280|emb|CBH40251.1|	22	244	279	502	8.26e-11	137
gi|290752801|emb|CBH40776.1|	gi|290752280|emb|CBH40251.1|	20	252	19	229	4.71e-09	123
gi|290752801|emb|CBH40776.1|	gi|290752787|emb|CBH40762.1|	159	247	468	557	2.32e-10	134
gi|290752801|emb|CBH40776.1|	gi|290752787|emb|CBH40762.1|	22	64	60	102	3.74e-05	92
gi|290752801|emb|CBH40776.1|	gi|290752891|emb|CBH40866.1|	3	229	2	219	1.53e-09	127
gi|290752801|emb|CBH40776.1|	gi|290752891|emb|CBH40866.1|	24	205	337	486	1.07e-05	96
gi|290752801|emb|CBH40776.1|	gi|290752491|emb|CBH40463.1|	158	255	203	301	4.81e-09	122
gi|290752801|emb|CBH40776.1|	gi|290752491|emb|CBH40463.1|	3	64	13	72	0.081	64
gi|290752801|emb|CBH40776.1|	gi|290752979|emb|CBH40955.1|	165	243	213	292	6.44e-09	121
gi|290752801|emb|CBH40776.1|	gi|290752979|emb|CBH40955.1|	28	65	34	71	5.04e-04	82
gi|290752801|emb|CBH40776.1|	gi|290752591|emb|CBH40563.1|	22	253	382	588	1.10e-08	120
gi|290752801|emb|CBH40776.1|	gi|290752592|emb|CBH40564.1|	22	197	371	525	1.39e-08	119
gi|290752801|emb|CBH40776.1|	gi|290752668|emb|CBH40641.1|	152	226	817	894	1.89e-08	119
gi|290752801|emb|CBH40776.1|	gi|290752668|emb|CBH40641.1|	148	274	471	604	1.06e-07	113
gi|290752801|emb|CBH40776.1|	gi|290752668|emb|CBH40641.1|	21	53	622	654	0.002	77
gi|290752801|emb|CBH40776.1|	gi|290752668|emb|CBH40641.1|	21	49	15	43	2.3	52
gi|290752801|emb|CBH40776.1|	gi|290752893|emb|CBH40868.1|	31	261	396	603	9.76e-05	88
gi|290752801|emb|CBH40776.1|	gi|290752863|emb|CBH40838.1|	160	246	20	95	0.029	67
gi|290752801|emb|CBH40776.1|	gi|290752754|emb|CBH40729.1|	114	164	319	372	0.067	65
gi|290752801|emb|CBH40776.1|	gi|290753007|emb|CBH40983.1|	35	100	2	67	0.10	62
gi|290752801|emb|CBH40776.1|	gi|290752449|emb|CBH40421.1|	211	273	229	294	0.20	60
gi|290752801|emb|CBH40776.1|	gi|290753061|emb|CBH41037.1|	207	231	103	127	0.69	56
gi|290752801|emb|CBH40776.1|	gi|290752924|emb|CBH40899.1|	233	284	476	525	1.6	54
gi|290752801|emb|CBH40776.1|	gi|290752734|emb|CBH40709.1|	233	284	476	525	1.6	54
gi|290752801|emb|CBH40776.1|	gi|290752556|emb|CBH40528.1|	233	284	476	525	1.6	54
gi|290752801|emb|CBH40776.1|	gi|290752492|emb|CBH40464.1|	4	40	31	67	2.6	51
gi|290752801|emb|CBH40776.1|	gi|290752513|emb|CBH40485.1|	181	224	181	237	2.9	51
gi|290752801|emb|CBH40776.1|	gi|290752658|emb|CBH40631.1|	162	179	137	154	3.2	51
gi|290752801|emb|CBH40776.1|	gi|290752989|emb|CBH40965.1|	36	53	2	19	4.1	49
gi|290752801|emb|CBH40776.1|	gi|290752400|emb|CBH40371.1|	19	54	756	798	4.6	50
gi|290752801|emb|CBH40776.1|	gi|290752498|emb|CBH40470.1|	2	49	172	225	6.1	49
gi|290752801|emb|CBH40776.1|	gi|290753054|emb|CBH41030.1|	122	166	129	170	7.1	48
gi|290752801|emb|CBH40776.1|	gi|290752587|emb|CBH40559.1|	58	147	151	227	7.2	48
gi|290752801|emb|CBH40776.1|	gi|290752701|emb|CBH40675.1|	8	67	157	216	7.4	48
gi|290752801|emb|CBH40776.1|	gi|290752409|emb|CBH40380.1|	157	239	194	275	7.4	48
gi|290752801|emb|CBH40776.1|	gi|290752465|emb|CBH40437.1|	76	90	438	452	7.7	48
gi|290752801|emb|CBH40776.1|	gi|290752964|emb|CBH40939.1|	63	84	213	233	9.2	47
gi|290752802|emb|CBH40777.1|	gi|290752802|emb|CBH40777.1|	1	265	1	265	0.0	1372
gi|290752802|emb|CBH40777.1|	gi|290752801|emb|CBH40776.1|	2	246	3	279	1.40e-41	353
gi|290752802|emb|CBH40777.1|	gi|290752299|emb|CBH40270.1|	7	263	99	363	6.00e-23	229
gi|290752802|emb|CBH40777.1|	gi|290752372|emb|CBH40343.1|	1	226	36	281	1.26e-21	217
gi|290752802|emb|CBH40777.1|	gi|290752591|emb|CBH40563.1|	2	227	365	592	2.18e-21	217
gi|290752802|emb|CBH40777.1|	gi|290753081|emb|CBH41057.1|	18	214	139	336	5.83e-19	196
gi|290752802|emb|CBH40777.1|	gi|290752894|emb|CBH40869.1|	2	228	354	582	6.91e-18	190
gi|290752802|emb|CBH40777.1|	gi|290752294|emb|CBH40265.1|	22	223	1	199	1.21e-16	177
gi|290752802|emb|CBH40777.1|	gi|290752424|emb|CBH40395.1|	22	230	22	222	1.80e-16	174
gi|290752802|emb|CBH40777.1|	gi|290752391|emb|CBH40362.1|	103	232	193	330	3.57e-16	177
gi|290752802|emb|CBH40777.1|	gi|290752391|emb|CBH40362.1|	18	168	26	173	1.59e-09	125
gi|290752802|emb|CBH40777.1|	gi|290752787|emb|CBH40762.1|	119	225	457	564	4.27e-16	177
gi|290752802|emb|CBH40777.1|	gi|290752787|emb|CBH40762.1|	18	105	60	144	3.82e-07	107
gi|290752802|emb|CBH40777.1|	gi|290752280|emb|CBH40251.1|	18	217	21	226	2.42e-15	171
gi|290752802|emb|CBH40777.1|	gi|290752280|emb|CBH40251.1|	18	229	279	515	2.27e-06	100
